[dep_c3210369-0e7e-40bb-ac40-6368f9bb4ed2:"x" depends:"c3210369-0e7e-40bb-ac40-6368f9bb4ed2" description:"Exercise 2-3-12" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 2: Adjoints.Section 3: Adjunctions via initial objects" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"43b55b49-2138-494a-8041-04bec82ae198"]
[dep_43b55b49-2138-494a-8041-04bec82ae198:"x" depends:"43b55b49-2138-494a-8041-04bec82ae198" description:"Exercise 3-1-1" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 1: Constructions with sets" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"b085daae-2972-498f-bf23-b55060fe1c5a"]
[dep_b085daae-2972-498f-bf23-b55060fe1c5a:"x" depends:"b085daae-2972-498f-bf23-b55060fe1c5a" description:"Exercise 3-1-2" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 1: Constructions with sets" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"d2a08618-b71d-43f4-bde7-80516760146c"]
[dep_d2a08618-b71d-43f4-bde7-80516760146c:"x" depends:"d2a08618-b71d-43f4-bde7-80516760146c" description:"Exercise 3-2-12" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 2: Small and large categories" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"ded8b058-7dbd-48ef-8a84-dbcb09df6d7f"]
[dep_ded8b058-7dbd-48ef-8a84-dbcb09df6d7f:"x" depends:"ded8b058-7dbd-48ef-8a84-dbcb09df6d7f" description:"Exercise 3-2-13" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 2: Small and large categories" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"727116b1-88ef-496a-b727-eeae54f4449c"]
[dep_727116b1-88ef-496a-b727-eeae54f4449c:"x" depends:"727116b1-88ef-496a-b727-eeae54f4449c" description:"Exercise 3-2-14" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 2: Small and large categories" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"171ff723-6da1-4989-9d9f-644ff5167a69"]
[dep_171ff723-6da1-4989-9d9f-644ff5167a69:"x" depends:"171ff723-6da1-4989-9d9f-644ff5167a69" description:"Exercise 3-2-15" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 2: Small and large categories" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"9b7097cd-6f8e-4d48-b24e-d1d3fcc66e3d"]
[dep_9b7097cd-6f8e-4d48-b24e-d1d3fcc66e3d:"x" depends:"9b7097cd-6f8e-4d48-b24e-d1d3fcc66e3d" description:"Exercise 3-2-16" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 2: Small and large categories" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"ab72f4ca-d70c-4f22-a8ce-4825f0c25ef1"]
[dep_ab72f4ca-d70c-4f22-a8ce-4825f0c25ef1:"x" depends:"ab72f4ca-d70c-4f22-a8ce-4825f0c25ef1" description:"Exercise 3-3-1" entry:"1638404983" modified:"1638891930" project:"Basic Category Theory.Chapter 3: Interlude on sets.Section 3: Historical remarks" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"15e32b96-8c76-47b8-8cdd-8c14978ddd94"]
[dep_15e32b96-8c76-47b8-8cdd-8c14978ddd94:"x" depends:"15e32b96-8c76-47b8-8cdd-8c14978ddd94" description:"Exercise 4-1-26" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"d8ee1c3a-f3c2-4c01-9f19-aaea5e45fb69"]
[dep_d8ee1c3a-f3c2-4c01-9f19-aaea5e45fb69:"x" depends:"d8ee1c3a-f3c2-4c01-9f19-aaea5e45fb69" description:"Exercise 4-1-27" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"062f394b-73d2-42ca-aea7-8257981e697e"]
[dep_062f394b-73d2-42ca-aea7-8257981e697e:"x" depends:"062f394b-73d2-42ca-aea7-8257981e697e" description:"Exercise 4-1-28" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"61fa5fe8-d4a8-4d8c-8491-17fd8b91c7ed"]
[dep_61fa5fe8-d4a8-4d8c-8491-17fd8b91c7ed:"x" depends:"61fa5fe8-d4a8-4d8c-8491-17fd8b91c7ed" description:"Exercise 4-1-29" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"bda46ce8-a88c-4f9e-be84-7dd1ae1c9b0b"]
[dep_bda46ce8-a88c-4f9e-be84-7dd1ae1c9b0b:"x" depends:"bda46ce8-a88c-4f9e-be84-7dd1ae1c9b0b" description:"Exercise 4-1-30" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"26e62c4b-ffce-4d51-85ab-cbfccfbbe6f8"]
[dep_26e62c4b-ffce-4d51-85ab-cbfccfbbe6f8:"x" depends:"26e62c4b-ffce-4d51-85ab-cbfccfbbe6f8" description:"Exercise 4-1-31" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a87eb77e-247a-4c35-834a-540837a059c9"]
[dep_a87eb77e-247a-4c35-834a-540837a059c9:"x" depends:"a87eb77e-247a-4c35-834a-540837a059c9" description:"Exercise 4-1-32" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 1: Definitions and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"389dd9bb-56a7-4c77-a9d2-fe15bbd14c92"]
[dep_389dd9bb-56a7-4c77-a9d2-fe15bbd14c92:"x" depends:"389dd9bb-56a7-4c77-a9d2-fe15bbd14c92" description:"Exercise 4-2-2" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 2: The Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a674c9b5-eee3-486f-ba38-9cdf1e504306"]
[dep_a674c9b5-eee3-486f-ba38-9cdf1e504306:"x" depends:"a674c9b5-eee3-486f-ba38-9cdf1e504306" description:"Exercise 4-2-3" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 2: The Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"4921cfe1-8312-435a-81b3-b34c861905a4"]
[dep_4921cfe1-8312-435a-81b3-b34c861905a4:"x" depends:"4921cfe1-8312-435a-81b3-b34c861905a4" description:"Exercise 4-3-15" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 3: Consequences of the Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"e662b88a-9a00-4411-b6b1-0aed05f3a7f1"]
[dep_e662b88a-9a00-4411-b6b1-0aed05f3a7f1:"x" depends:"e662b88a-9a00-4411-b6b1-0aed05f3a7f1" description:"Exercise 4-3-16" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 3: Consequences of the Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"8cf7de9d-ff32-47ad-bc04-fc9fb30e7f21"]
[dep_8cf7de9d-ff32-47ad-bc04-fc9fb30e7f21:"x" depends:"8cf7de9d-ff32-47ad-bc04-fc9fb30e7f21" description:"Exercise 4-3-17" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 3: Consequences of the Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"90c97540-b732-49b6-8447-3b53bfae775a"]
[dep_90c97540-b732-49b6-8447-3b53bfae775a:"x" depends:"90c97540-b732-49b6-8447-3b53bfae775a" description:"Exercise 4-3-18" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 4: Representables.Section 3: Consequences of the Yoneda lemma" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"96ef23a6-5062-4538-b691-57211fd1bde7"]
[dep_96ef23a6-5062-4538-b691-57211fd1bde7:"x" depends:"96ef23a6-5062-4538-b691-57211fd1bde7" description:"Exercise 5-1-33" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a91896e0-3b0d-46a3-9b27-21edf7ddcd08"]
[dep_a91896e0-3b0d-46a3-9b27-21edf7ddcd08:"x" depends:"a91896e0-3b0d-46a3-9b27-21edf7ddcd08" description:"Exercise 5-1-34" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"3b56bbc9-693b-4342-b14a-2b50676cffe0"]
[dep_3b56bbc9-693b-4342-b14a-2b50676cffe0:"x" depends:"3b56bbc9-693b-4342-b14a-2b50676cffe0" description:"Exercise 5-1-35" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"67227cac-14a4-42fa-9c24-c8909059eabd"]
[dep_67227cac-14a4-42fa-9c24-c8909059eabd:"x" depends:"67227cac-14a4-42fa-9c24-c8909059eabd" description:"Exercise 5-1-36" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"2e825b4d-1891-4dd0-8578-b5eccc1ea8ae"]
[dep_2e825b4d-1891-4dd0-8578-b5eccc1ea8ae:"x" depends:"2e825b4d-1891-4dd0-8578-b5eccc1ea8ae" description:"Exercise 5-1-37" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"391443c2-e3fd-4d45-b302-27349031a6ea"]
[dep_391443c2-e3fd-4d45-b302-27349031a6ea:"x" depends:"391443c2-e3fd-4d45-b302-27349031a6ea" description:"Exercise 5-1-38" entry:"1638404984" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"4a9212bd-a27b-46ab-aa09-db9bb9ce77b9"]
[dep_4a9212bd-a27b-46ab-aa09-db9bb9ce77b9:"x" depends:"4a9212bd-a27b-46ab-aa09-db9bb9ce77b9" description:"Exercise 5-1-39" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"b153aa7a-de0b-40a5-9d45-05df45f374ad"]
[dep_b153aa7a-de0b-40a5-9d45-05df45f374ad:"x" depends:"b153aa7a-de0b-40a5-9d45-05df45f374ad" description:"Exercise 5-1-40" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a301f3c3-0de1-47bf-b346-a3071d4a09d7"]
[dep_a301f3c3-0de1-47bf-b346-a3071d4a09d7:"x" depends:"a301f3c3-0de1-47bf-b346-a3071d4a09d7" description:"Exercise 5-1-41" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"8349c047-e536-481c-9efe-6008a28937cc"]
[dep_8349c047-e536-481c-9efe-6008a28937cc:"x" depends:"8349c047-e536-481c-9efe-6008a28937cc" description:"Exercise 5-1-42" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 1: Limits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"26c1e55f-f33d-4de9-9c53-39edf72143ac"]
[dep_26c1e55f-f33d-4de9-9c53-39edf72143ac:"x" depends:"26c1e55f-f33d-4de9-9c53-39edf72143ac" description:"Exercise 5-2-21" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"695e8d8f-efb7-4444-b614-eaaab1de321e"]
[dep_695e8d8f-efb7-4444-b614-eaaab1de321e:"x" depends:"695e8d8f-efb7-4444-b614-eaaab1de321e" description:"Exercise 5-2-22" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"186fbc56-d27e-4b1c-8811-434c0413e704"]
[dep_186fbc56-d27e-4b1c-8811-434c0413e704:"x" depends:"186fbc56-d27e-4b1c-8811-434c0413e704" description:"Exercise 5-2-23" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"7e741c8f-93d2-40d9-946a-58973e7165da"]
[dep_7e741c8f-93d2-40d9-946a-58973e7165da:"x" depends:"7e741c8f-93d2-40d9-946a-58973e7165da" description:"Exercise 5-2-24" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"17f5daed-d3b4-42c9-baae-35f7c7aeb844"]
[dep_17f5daed-d3b4-42c9-baae-35f7c7aeb844:"x" depends:"17f5daed-d3b4-42c9-baae-35f7c7aeb844" description:"Exercise 5-2-25" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a7371e1e-6087-44ad-9ab0-0eb5b9f96e6d"]
[dep_a7371e1e-6087-44ad-9ab0-0eb5b9f96e6d:"x" depends:"a7371e1e-6087-44ad-9ab0-0eb5b9f96e6d" description:"Exercise 5-2-26" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"e60e0c19-6052-478f-acca-740d22c7b755"]
[dep_e60e0c19-6052-478f-acca-740d22c7b755:"x" depends:"e60e0c19-6052-478f-acca-740d22c7b755" description:"Exercise 5-2-27" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 2: Colimits: definition and examples" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"8c09e6f3-c129-4fbd-aa70-93da457959c2"]
[dep_8c09e6f3-c129-4fbd-aa70-93da457959c2:"x" depends:"8c09e6f3-c129-4fbd-aa70-93da457959c2" description:"Exercise 5-3-8" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"ba6a651d-576c-419d-a92d-2e0fc223374a"]
[dep_ba6a651d-576c-419d-a92d-2e0fc223374a:"x" depends:"ba6a651d-576c-419d-a92d-2e0fc223374a" description:"Exercise 5-3-9" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"21f22e8c-49e1-4272-a8d0-f797dd550a18"]
[dep_21f22e8c-49e1-4272-a8d0-f797dd550a18:"x" depends:"21f22e8c-49e1-4272-a8d0-f797dd550a18" description:"Exercise 5-3-10" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"322c3f3f-5d98-4492-b65d-b74e154d2c87"]
[dep_322c3f3f-5d98-4492-b65d-b74e154d2c87:"x" depends:"322c3f3f-5d98-4492-b65d-b74e154d2c87" description:"Exercise 5-3-11" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"0f02ea50-bac8-4c5b-ae60-61dea0687383"]
[dep_0f02ea50-bac8-4c5b-ae60-61dea0687383:"x" depends:"0f02ea50-bac8-4c5b-ae60-61dea0687383" description:"Exercise 5-3-12" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"a77a5c8a-8e7d-462c-8835-a3153576c717"]
[dep_a77a5c8a-8e7d-462c-8835-a3153576c717:"x" depends:"a77a5c8a-8e7d-462c-8835-a3153576c717" description:"Exercise 5-3-13" entry:"1638404985" modified:"1638891930" project:"Basic Category Theory.Chapter 5: Limits.Section 3: Interactions between functors and limits" status:"pending" tags:"category_theory,mathematics,maths,text_book" tags_category_theory:"x" tags_mathematics:"x" tags_maths:"x" tags_text_book:"x" uuid:"7c07d1e4-7470-4231-8209-3ca53e391439"]
